"Numer dokumentu";"Data złożenia";"Data zamknięcia";"Student";"Tryb studiów";"Typ studiów";"Język wykładowy";"Kierunek";"Status";"Rodzaj wniosku";"Osoba przyjmująca";"Osoba przypisana";"Słowo regulamin w uzasadnieniu";"Słowo formaln w uzasadnieniu";"Słowo postęp w uzasadnieniu";"Złożone odwołanie";"Liczba załączników";"Liczba zmian statusu";"Semestr rejestracji";"Semestr aktualny";"Semestr studiow";"Brakujace ECTS";"ECTS uznane w bieżącym semstrze";"Suma zdobytych ECTS";"Niezaliczone z sem 1";"Niezaliczone z sem 2";"Niezaliczone z sem 3";"Niezaliczone z sem 4";"Niezaliczone z sem 5";"Niezaliczone z sem 6";"Liczba brakujacych przedmiotow";"Brakujace przedmioty";"Opłata za niezaliczone przedmioty";"Liczba prac dyplomowych";"Informacje o pracach dyplomowych";"Stopień zaawansowania pracy";"Słowo rodzin lub famil w uzasadnieniu";"Słowo zdrow lub health w uzasadnieniu";"Słowo bardzo proszę w uzasadnieniu";"Słowo losow w uzasadnieniu";"Słowo prac lub work w uzasadnieniu";"Słowo obiecuję lub promise w uzasadnieniu";"Słowo zobowiązuję w uzasadnieniu"
1925;"27.02.2018 20:10";"6.03.2018 13:08";"Joeax4mPU351gIx8fUtoQ";"D";"M";"PL";"Model 2,M,D,PL,3 - Automatyka Elektroenergetyczna i Aparaty";"Zamknięty - decyzja pozytywna";"Wniosek o przedłużenie terminu złożenia pracy dyplomowej";"FUYMkMMRDa35xtOw0V36w";"UxFYRj8nA8e4KeQCrN2hA";"YES";"NO";"NO";"NO";0;5;"null";"2018L";3;20;0;70;0;0;1;0;0;0;0;;0;2;"[dr inż. Łukasz Kolimas,ZAiAE,Automatyka Elektroenergetyczna i Aparaty],[dr inż. Adam Smolarczyk,ZAiAE,Automatyka Elektroenergetyczna i Aparaty]";"75%";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2830;"16.03.2018 11:16";"16.03.2018 11:27";"RGqnRpYs48JCE74Zuebgw";"Z";"M";"PL";"Model 2,M,Z,PL,4 - Wytwarzanie i Użytkowanie Energii Elektrycznej";"Zamknięty - inne";"Potwierdzenie opłaty";"5SakVepaFoKcxFpixBuJFA";"5SakVepaFoKcxFpixBuJFA";"NO";"NO";"NO";"NO";1;4;"null";"2018L";4;24;0;66;0;0;0;2;0;0;0;;0;1;"[dr inż. Karol Pawlak,ZEIG,Wytwarzanie i Użytkowanie Energii Elektrycznej]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2678;"15.03.2018 09:05";"15.03.2018 09:47";"hqYzqIgqH7uWEtwiW6Q";"D";"I";"PL";"Model 2,I,D,PL,7 - Elektrotechnika";"Zamknięty - inne";"Potwierdzenie opłaty";"WXJX9CCNKupY4S1OKIcNWg";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";1;4;"null";"2018L";4;50;0;70;0;2;2;14;0;0;3;"1DE1201,1DE1204,1DE1302";390;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2679;"15.03.2018 09:12";"15.03.2018 11:42";"9wXaQBorhMkUTs46gY2mGQ";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Elektrotechnika";"Zamknięty - inne";"Potwierdzenie opłaty";"qDuYYvY4wP3o1XIJVQ2G6A";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";1;4;"null";"2018L";4;0;0;139;0;2;2;3;0;0;5;"SJONSTJEZ1,1ZE1308,1ZE1512,1ZE1510,1ZE1506";590;1;"[dr inż. Marcin Chrzanowicz,ZKUE,Elektrotechnika]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2524;"14.03.2018 17:26";"15.03.2018 09:19";"5HQcDdcG8x9wmzaZbzGw";"D";"I";"PL";"Model 2,I,D,PL,7 - Elektrotechnika";"Zamknięty - inne";"Potwierdzenie opłaty";"WXJX9CCNKupY4S1OKIcNWg";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";1;6;"null";"2018L";4;35;0;85;0;2;0;14;0;0;1;"1DE1201";80;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
3267;"28.03.2018 21:29";"29.03.2018 08:05";"6yc3opYcl3HGb7T1NdOUTQ";"D";"I";"EN";"Model 2,I,D,EN,8 - Electrical Engineering";"Zamknięty - inne";"Potwierdzenie opłaty";"WXJX9CCNKupY4S1OKIcNWg";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";1;4;"null";"2018L";2;29;0;31;0;9;0;0;0;0;0;;0;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2835;"16.03.2018 11:28";"16.03.2018 11:50";"u3uEQce4045vqvouooseyg";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Elektrotechnika";"Zamknięty - inne";"Potwierdzenie opłaty";"qDuYYvY4wP3o1XIJVQ2G6A";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";1;4;"null";"2018L";2;30;0;20;1;7;0;0;0;0;1;"1ZE1106";80;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
3334;"9.04.2018 12:37";"9.04.2018 14:09";"dFFuhVao7RecH4zDONifA";"Z";"M";"PL";"Model 2,M,Z,PL,4 - Elektromechatronika Pojazdów i Maszyny Elektryczne";"Zamknięty - inne";"Potwierdzenie opłaty";"5SakVepaFoKcxFpixBuJFA";"5SakVepaFoKcxFpixBuJFA";"NO";"NO";"NO";"NO";1;4;"null";"2018L";2;29;0;15;5;12;0;0;0;0;2;"1ZE2111,1ZE2102";340;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2581;"15.03.2018 09:24";"15.03.2018 09:49";"a22IkYLzTX7tE3sTb3hT0g";"D";"I";"PL";"Model 2,I,D,PL,7 - Technika Wysokich Napięć i Kompatybilność Elektromagnetyczna";"Zamknięty - inne";"Potwierdzenie opłaty";"WXJX9CCNKupY4S1OKIcNWg";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";1;4;"null";"2018L";7;10;0;200;0;0;0;1;0;0;1;"1DI1315";80;1;"[mgr inż. Maciej Ciuba,ZWNiKE,Technika Wysokich Napięć i Kompatybilność Elektromagnetyczna]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2789;"16.03.2018 00:49";"16.03.2018 11:28";"QcJLjGTpHQJdzJeJLM5L3Q";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Automatyka Przemysłowa";"Zamknięty - inne";"Potwierdzenie opłaty";"qDuYYvY4wP3o1XIJVQ2G6A";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";1;4;"null";"2018L";2;0;0;166;0;1;0;0;0;0;0;;0;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1931;"27.02.2018 23:58";"28.02.2018 07:44";"89Kq7mnvezDpA1x7id85vA";"D";"M";"PL";"Model 2,M,D,PL,3 - Automatyka i Inżynieria Komputerowa";"Zamknięty - odrzucony formalnie";"Wniosek ogólny";"FUYMkMMRDa35xtOw0V36w";"UxFYRj8nA8e4KeQCrN2hA";"NO";"NO";"NO";"NO";0;3;"null";"2018L";3;16;0;74;0;0;1;0;0;0;0;;0;0;;;"NIE";"NIE";"NIE";"NIE";"TAK";"NIE";"NIE"
2836;"16.03.2018 11:30";"19.03.2018 09:30";"AYpIgq9npNZf1gdVJ0enZg";"D";"I";"PL";"Model 2,I,D,PL,7 - Inżynieria  Oprogramowania";"Zamknięty - inne";"Potwierdzenie opłaty";"ZRZOnmXcfa9Tlr9XY1AxQ";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"NO";"NO";1;4;"null";"2018L";6;14;0;166;0;0;0;2;1;7;3;"1DI1408,1DI1510,1DI1630";980;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1932;"28.02.2018 00:26";"28.02.2018 07:55";"BxsPuCJiX7097kNPVnaw";"D";"I";"PL";"Model 2,I,D,PL,7 - Automatyka i robotyka";"Zamknięty - decyzja pozytywna";"Wniosek ogólny";"FUYMkMMRDa35xtOw0V36w";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"NO";"NO";0;4;"null";"2018L";4;52;0;68;0;0;6;12;0;0;4;"1DR1310,1DR1315,1DR1302,1DR1317";320;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1531;"7.02.2018 00:28";"28.02.2018 12:26";"Znrhhs2cpio5FnUOcNnJlA";"D";"I";"PL";"Model 2,I,D,PL,7 - Automatyka Elektroenergetyczna";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";0;4;"null";"2017Z";7;13;13;197;0;0;0;0;0;0;1;"1DE1759";300;1;"[dr hab. inż. Łukasz Nogal,ZAiAE,Automatyka Elektroenergetyczna]";;"NIE";"NIE";"TAK";"NIE";"NIE";"NIE";"NIE"
1549;"7.02.2018 17:49";"28.02.2018 12:29";"TqQPR7mV2NaIK2XdSQQw";"D";"I";"PL";"Model 2,I,D,PL,7 - Systemy wbudowane";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";0;6;"null";"2017Z";7;14;34;196;0;1;0;0;1;0;1;"1DE1202";80;1;"[mgr inż. Paweł Tarnowski,ZSIP,Systemy wbudowane]";;"NIE";"NIE";"NIE";"NIE";"TAK";"NIE";"NIE"
1375;"28.01.2018 17:03";" - ";"ugi1YMtfbkUpnOsgUxdGWA";"D";"I";"PL";"Model 2,I,D,PL,7 - Aparaty Elektroenergetyczne";"Anulowany - usunięty";"Podanie o rejestrację";"WXJX9CCNKupY4S1OKIcNWg";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";0;8;"null";"2017Z";7;16;15;194;0;0;0;0;0;1;0;;0;1;"[dr inż. Marcin Szewczyk,ZAiAE,Aparaty Elektroenergetyczne]";;"NIE";"NIE";"NIE";"NIE";"TAK";"NIE";"NIE"
2693;"15.03.2018 10:25";"15.03.2018 14:18";"NPAN3EAUBGpmTJSZeGdAA";"D";"I";"PL";"Model 2,I,D,PL,7 - Inżynieria  Oprogramowania";"Zamknięty - inne";"Potwierdzenie opłaty";"ZRZOnmXcfa9Tlr9XY1AxQ";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"NO";"NO";1;4;"null";"2018L";6;37;0;143;0;0;0;1;1;10;0;;0;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
3333;"9.04.2018 11:51";"9.04.2018 11:52";"zk49wzLABHqnOvDRPvo6A";"Z";"M";"PL";"Model 2,M,Z,PL,4 - Elektroenergetyka";"Zamknięty - inne";"Potwierdzenie opłaty";"5SakVepaFoKcxFpixBuJFA";"5SakVepaFoKcxFpixBuJFA";"NO";"NO";"NO";"NO";1;4;"null";"2018L";4;19;0;71;0;0;0;1;0;0;0;;0;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2689;"15.03.2018 10:16";"15.03.2018 11:44";"v6R8A7pGRDafYtLlQBW01Q";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Elektrotechnika";"Zamknięty - inne";"Potwierdzenie opłaty";"qDuYYvY4wP3o1XIJVQ2G6A";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";1;4;"null";"2018L";2;0;0;121;0;0;0;0;0;0;3;"1ZE1512,1ZE1510,1ZE1506";240;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1937;"28.02.2018 13:13";"28.02.2018 13:15";"6bCxDzjaYErPrjkwHkENHA";"D";"I";"PL";"Model 2,I,D,PL,7 - Inżynieria  Oprogramowania";"Zamknięty - inne";"Potwierdzenie opłaty";"ZRZOnmXcfa9Tlr9XY1AxQ";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"NO";"NO";1;4;"null";"2018L";7;15;0;195;0;0;1;0;0;0;1;"1DI1302";80;1;"[dr inż. Andrzej Majkowski,ZSIP,Inżynieria Oprogramowania]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2682;"15.03.2018 09:28";"15.03.2018 11:46";"ZChCxInMqkRpyAAf0oxN9w";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Elektrotechnika";"Zamknięty - inne";"Potwierdzenie opłaty";"qDuYYvY4wP3o1XIJVQ2G6A";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";1;4;"null";"2018L";2;26;0;24;0;7;0;0;0;0;0;;0;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2819;"16.03.2018 10:37";" - ";"XfrI8XbZPwLjKtCHlQX8w";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Automatyka Przemysłowa";"Anulowany - usunięty";"Potwierdzenie opłaty";"qDuYYvY4wP3o1XIJVQ2G6A";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";1;3;"null";"2018L";8;40;0;174;0;0;0;0;0;2;1;"1ZE1619";80;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2681;"15.03.2018 09:25";"15.03.2018 09:50";"a22IkYLzTX7tE3sTb3hT0g";"D";"I";"PL";"Model 2,I,D,PL,7 - Technika Wysokich Napięć i Kompatybilność Elektromagnetyczna";"Zamknięty - inne";"Potwierdzenie opłaty";"WXJX9CCNKupY4S1OKIcNWg";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";1;4;"null";"2018L";7;10;0;200;0;0;0;1;0;0;1;"1DI1315";80;1;"[mgr inż. Maciej Ciuba,ZWNiKE,Technika Wysokich Napięć i Kompatybilność Elektromagnetyczna]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
3336;"9.04.2018 13:11";"9.04.2018 13:41";"1szwVxmZPKGjdqf8yti7w";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Elektroenergetyka";"Zamknięty - inne";"Potwierdzenie opłaty";"qDuYYvY4wP3o1XIJVQ2G6A";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";1;4;"null";"2018L";6;39;0;113;0;0;0;3;4;12;4;"1ZE1212,1ZE1510,1ZE1506,1ZE1507";320;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1918;"28.02.2018 13:14";"28.02.2018 13:27";"dS5qCoKBimZQuqaO56Hzg";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Technika Wysokich Napięć i Kompatybilność Elektromagnetyczna";"Zamknięty - decyzja pozytywna";"Wniosek ogólny";"qDuYYvY4wP3o1XIJVQ2G6A";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";0;9;"null";"2018L";8;20;0;194;0;0;0;1;1;1;2;"1ZE1418,1ZE1506";160;1;"[dr inż. Konrad Sobolewski,ZWNiKE,Technika Wysokich Napięć i Kompatybilność Elektromagnetyczna]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2637;"14.03.2018 22:59";"15.03.2018 09:30";"Dylg1qqZxqsW80juuz8PA";"D";"I";"PL";"Model 2,I,D,PL,7 - Automatyka Elektroenergetyczna";"Zamknięty - inne";"Potwierdzenie opłaty";"WXJX9CCNKupY4S1OKIcNWg";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";1;4;"null";"2018L";6;29;0;151;0;0;0;1;0;8;0;;0;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1938;"28.02.2018 14:01";"28.02.2018 14:42";"38XfXpdF2fcouCFbSUs4kA";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Elektromechatronika Pojazdów i Maszyny Elektryczne";"Zamknięty - decyzja pozytywna";"Wniosek ogólny";"FUYMkMMRDa35xtOw0V36w";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";1;4;"null";"2018L";8;33;0;181;0;0;0;0;0;0;0;;0;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2642;"14.03.2018 23:37";"15.03.2018 09:32";"jplZMPImoIZyBLzfb0eGnQ";"D";"I";"PL";"Model 2,I,D,PL,7 - Elektrotechnika";"Zamknięty - inne";"Potwierdzenie opłaty";"WXJX9CCNKupY4S1OKIcNWg";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";1;4;"null";"2018L";4;56;0;64;0;3;4;14;0;0;5;"1DE1211,1DE1204,1DE1302,1DE1301,1DE1305";620;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2820;"16.03.2018 10:37";"16.03.2018 11:37";"JV936eoZmKuPAg8xBp8uXg";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Elektrotechnika";"Zamknięty - inne";"Potwierdzenie opłaty";"qDuYYvY4wP3o1XIJVQ2G6A";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";1;4;"null";"2018L";4;28;0;73;0;1;1;10;0;0;1;"1ZE1306";80;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2832;"16.03.2018 11:25";"16.03.2018 11:43";"ZmkOlraNUeKHfxOt1hnaUg";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Elektrotechnika";"Zamknięty - inne";"Potwierdzenie opłaty";"qDuYYvY4wP3o1XIJVQ2G6A";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";1;4;"null";"2018L";2;30;0;20;1;8;0;0;0;0;1;"1ZE1106";80;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2658;"15.03.2018 07:17";"15.03.2018 09:39";"CK2pPxDsZ8l9egxDJzmA";"D";"I";"PL";"Model 2,I,D,PL,7 - Technika Wysokich Napięć i Kompatybilność Elektromagnetyczna";"Zamknięty - inne";"Potwierdzenie opłaty";"WXJX9CCNKupY4S1OKIcNWg";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";1;4;"null";"2018L";6;52;0;128;0;1;1;2;2;10;3;"1DE1302,1DE1515,1DE1506";390;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2610;"14.03.2018 18:48";"15.03.2018 09:41";"PTiO003lRFx11wonGiTSw";"D";"I";"PL";"Model 2,I,D,PL,7 - Elektrotechnika";"Zamknięty - inne";"Potwierdzenie opłaty";"WXJX9CCNKupY4S1OKIcNWg";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";1;4;"null";"2018L";4;46;0;74;0;1;3;13;0;0;3;"1DE1204,1DE1302,1DE1305";240;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2667;"15.03.2018 08:23";"15.03.2018 09:45";"QHyHTKg9h9em9Kp4RqYcfg";"Z";"M";"PL";"Model 2,M,Z,PL,4 - Automatyka Przemysłowa";"Zamknięty - inne";"Potwierdzenie opłaty";"5SakVepaFoKcxFpixBuJFA";"5SakVepaFoKcxFpixBuJFA";"NO";"NO";"NO";"NO";1;4;"null";"2018L";4;24;0;66;0;0;0;2;0;0;0;;0;1;"[dr inż. Grzegorz Iwański,ZNE,Automatyka Przemysłowa]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1936;"28.02.2018 13:05";"28.02.2018 13:36";"tHvfLGI7Kfr12WxyT3gkFA";"D";"M";"PL";"Model 2,M,D,PL,3 - Wytwarzanie i użytkowanie energii elektrycznej";"Zamknięty - decyzja pozytywna";"Wniosek ogólny";"FUYMkMMRDa35xtOw0V36w";"UxFYRj8nA8e4KeQCrN2hA";"NO";"NO";"NO";"NO";0;4;"null";"2018L";1;0;0;0;12;0;0;0;0;0;0;;0;1;"[prof. dr hab. inż. Józef Paska,ZEIG,Elektrotechnika]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2594;"14.03.2018 23:57";"15.03.2018 09:41";"Al5xpuJr4rElAUWXRif7nA";"D";"I";"PL";"Model 2,I,D,PL,7 - Elektrotechnika";"Zamknięty - inne";"Potwierdzenie opłaty";"WXJX9CCNKupY4S1OKIcNWg";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";1;4;"null";"2018L";4;53;0;67;0;2;3;13;0;0;4;"1DE1204,1DE1302,1DE1301,SJOB21";240;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1966;"1.03.2018 13:16";"5.03.2018 13:21";"PqfaUYU2hxUamVFiUsHmQ";"D";"M";"PL";"Model 2,M,D,PL,3 - Wytwarzanie i użytkowanie energii elektrycznej";"Zamknięty - decyzja pozytywna";"Wniosek o zmniejszenie opłaty za powtarzanie";"UxFYRj8nA8e4KeQCrN2hA";"UxFYRj8nA8e4KeQCrN2hA";"NO";"NO";"NO";"NO";0;8;"null";"2018L";3;36;0;54;1;0;7;0;0;0;0;;0;2;"[dr inż. Łukasz Rosłaniec,ZEIG,Wytwarzanie i użytkowanie energii elektrycznej],[dr inż. Zygmunt Pawełkowicz,ZEIG,Wytwarzanie i użytkowanie energii elektrycznej]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1946;"28.02.2018 20:21";"28.02.2018 21:33";"y5EUyBd1CrbeXsoqTlkA3A";"D";"I";"PL";"Model 2,I,D,PL,7 - Elektrotechnika";"Zamknięty - decyzja pozytywna";"Wniosek ogólny";"FUYMkMMRDa35xtOw0V36w";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";0;4;"null";"2018L";2;30;0;30;0;11;0;0;0;0;0;;0;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1976;"1.03.2018 14:10";"2.03.2018 13:39";"58DiFf08E20xQgkE5XHTg";"D";"I";"PL";"Model 2,I,D,PL,7 - Elektrotechnika";"Zamknięty - decyzja pozytywna";"Wniosek o zmniejszenie opłaty za powtarzanie";"WXJX9CCNKupY4S1OKIcNWg";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";0;5;"null";"2018L";4;15;0;105;0;2;1;4;0;0;1;"1DE1302";80;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1897;"26.02.2018 13:39";"1.03.2018 11:00";"tBg5Wh5f1YlSkx2sk4mhg";"Z";"M";"PL";"Model 2,M,Z,PL,4 - Sieci i Systemy Elektroenergetyczne";"Zamknięty - inne";"Potwierdzenie opłaty";"5SakVepaFoKcxFpixBuJFA";"5SakVepaFoKcxFpixBuJFA";"NO";"NO";"NO";"NO";1;4;"null";"2018L";4;24;0;66;0;0;0;2;0;0;0;;0;1;"[prof. nzw. dr hab. inż. Jerzy Marzecki,ZSIS,Sieci i Systemy Elektroenergetyczne]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2621;"14.03.2018 20:23";"15.03.2018 09:41";"rxeKyuK0pURESACEV8mFQ";"Z";"M";"PL";"Model 2,M,Z,PL,4 - Automatyka Przemysłowa";"Zamknięty - inne";"Potwierdzenie opłaty";"5SakVepaFoKcxFpixBuJFA";"5SakVepaFoKcxFpixBuJFA";"NO";"NO";"NO";"NO";1;4;"null";"2018L";4;24;0;66;0;0;0;2;0;0;0;;0;1;"[dr inż. Remigiusz Olesiński,ZNE,Automatyka Przemysłowa]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1967;"1.03.2018 13:42";"1.03.2018 13:46";"37netSxes4BH24UI0Gbw";"Z";"M";"PL";"Model 2,M,Z,PL,4 - Automatyka i Inżynieria Komputerowa";"Zamknięty - inne";"Wniosek ogólny";"FUYMkMMRDa35xtOw0V36w";"5SakVepaFoKcxFpixBuJFA";"NO";"NO";"NO";"NO";1;4;"null";"2018L";4;27;0;63;0;0;2;4;0;0;3;"1ZE2318,1ZE2322,1ZE2406";250;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
3063;"20.03.2018 21:26";"21.03.2018 08:33";"Ocdfh6MNVGwmURTWYPaMqg";"D";"I";"PL";"Model 2,I,D,PL,7 - Elektrotechnika";"Zamknięty - inne";"Potwierdzenie opłaty";"WXJX9CCNKupY4S1OKIcNWg";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";1;4;"null";"2018L";4;44;0;76;0;2;2;14;0;0;3;"1DE1201,1DE1301,1DE1305";390;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1933;"28.02.2018 11:39";"16.03.2018 15:43";"WM5H7UJJKbLmoAfK5YCsxg";"Z";"M";"PL";"Model 2,M,Z,PL,4 - Elektroenergetyka";"Zamknięty - decyzja pozytywna";"Wniosek ogólny";"5SakVepaFoKcxFpixBuJFA";"5SakVepaFoKcxFpixBuJFA";"NO";"NO";"NO";"NO";1;10;"null";"2018L";4;22;0;68;1;1;0;1;0;0;2;"1ZE2104,1ZE2246";250;1;"[dr inż. Konrad Sobolewski,ZWNiKE,Elektroenergetyka]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1941;"28.02.2018 15:36";"28.02.2018 16:48";"sI8Q6TFlphYpZ8r1gKudrw";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Elektromechatronika Pojazdów i Maszyny Elektryczne";"Zamknięty - decyzja pozytywna";"Wniosek ogólny";"FUYMkMMRDa35xtOw0V36w";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";0;4;"null";"2018L";8;36;0;178;0;0;0;1;0;0;0;;0;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2672;"15.03.2018 08:41";"15.03.2018 09:42";"9pEa6Ka2gbrOzkpxTvOw";"Z";"M";"PL";"Model 2,M,Z,PL,4 - Elektroenergetyka";"Zamknięty - inne";"Potwierdzenie opłaty";"5SakVepaFoKcxFpixBuJFA";"5SakVepaFoKcxFpixBuJFA";"NO";"NO";"NO";"NO";1;4;"null";"2018L";4;19;0;71;0;0;0;1;0;0;0;;0;1;"[dr inż. Karol Pawlak,ZEIG,Elektroenergetyka]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1940;"28.02.2018 15:45";"28.02.2018 16:47";"RqPKnUiXVSkQqKbbLhnIAA";"D";"I";"PL";"Model 2,I,D,PL,7 - Automatyka.";"Zamknięty - decyzja pozytywna";"Wniosek ogólny";"FUYMkMMRDa35xtOw0V36w";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"NO";"NO";0;4;"null";"2018L";6;34;0;146;0;0;0;1;1;14;1;"1DR1514";80;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1963;"1.03.2018 12:55";"2.03.2018 14:47";"aiTeZvJDjfPjSpzAmct5XA";"D";"M";"PL";"Model 2,M,D,PL,3 - Elektronika Przemysłowa";"Zamknięty - decyzja pozytywna";"Wniosek o zmniejszenie opłaty za powtarzanie";"UxFYRj8nA8e4KeQCrN2hA";"UxFYRj8nA8e4KeQCrN2hA";"NO";"NO";"NO";"NO";0;5;"null";"2018L";3;35;0;55;1;0;4;0;0;0;0;;0;1;"[dr inż. Marcin Kołodziej,ZSIP,Elektronika Przemysłowa]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
